job_title,seniority_level,years_of_experience,education_level,field_of_study,gpa,industry,company_size,location,skills,num_skills,num_projects,num_publications,num_internships,has_leadership_experience,has_open_source_contributions,certifications,annual_salary_usd
DevOps Engineer,Junior,4,Bachelor,Statistics,3.05,Education,Small (50-200),"Berlin, Germany",GCP|JavaScript|Communication|Azure|Node.js|Tableau,6,1,0,1,0,0,Google Cloud Certified,55342
DevOps Engineer,Junior,3,Master,Mechanical Engineering,2.98,Automotive,Startup (<50),"Denver, CO",Git|Deep Learning|Data Visualization|C++|GCP|TensorFlow|Docker|NLP,8,5,8,2,0,0,AWS Certified,119933
Mobile Developer,Junior,18,Bachelor,Information Technology,3.51,Technology,Enterprise (5000+),"Berlin, Germany",React|Leadership|CI/CD|Agile,4,0,0,1,0,0,AWS Certified,142144
Data Analyst,Staff,5,Bachelor,Other,3.36,Telecommunications,Large (1000-5000),"Denver, CO",GCP|NLP|JavaScript|Leadership,4,8,5,1,1,0,None,204137
Data Analyst,Director,10,Associate,Physics,3.34,Finance,Startup (<50),"Austin, TX",PyTorch|Leadership|Docker,3,5,0,0,0,0,None,227077
Network Engineer,Senior,8,Bachelor,Business Administration,3.24,E-commerce,Medium (200-1000),"Seattle, WA",Hadoop|Deep Learning|Kubernetes|GCP|CI/CD|Power BI,6,1,0,0,1,0,None,173165
Business Analyst,Lead,5,Bachelor,Computer Science,2.57,Manufacturing,Enterprise (5000+),"Seattle, WA",Go|Excel|Git|Docker,4,7,9,0,1,0,None,205151
DevOps Engineer,Lead,11,Master,Electrical Engineering,2.82,Automotive,Startup (<50),"San Francisco, CA",Java|Kubernetes|Communication|Linux,4,7,0,1,1,0,Data Science Certifications,217054
Security Engineer,Senior,6,Bachelor,Mathematics,3.22,Education,Enterprise (5000+),"Atlanta, GA",Git|GCP|Scala|Spark|C++|Kubernetes,6,7,0,1,1,0,None,142228
Full Stack Developer,Senior,5,High School,Physics,3.2,Finance,Enterprise (5000+),"Toronto, Canada",Go|Spark|Hadoop|Machine Learning,4,9,1,1,1,1,None,136516
Data Scientist,Lead,3,Bachelor,Information Technology,2.81,Technology,Medium (200-1000),Singapore,GCP|Azure|Git|Scrum|Leadership|Communication|Java,7,8,0,2,0,0,CFA,177446
QA Engineer,Senior,15,Master,Physics,3.53,Energy,Enterprise (5000+),"Austin, TX",PyTorch|SQL|Node.js|Tableau|NLP|GCP|React|Data Visualization,8,4,13,1,1,0,None,211803
Systems Analyst,Senior,2,PhD,Information Technology,3.58,Retail,Medium (200-1000),"London, UK",Tableau|C++|Communication|R|NLP|Java,6,0,0,1,0,1,Scrum Master,135059
Data Scientist,Senior,11,Bachelor,Other,3.5,Technology,Enterprise (5000+),"Austin, TX",Machine Learning|Java|Azure|Data Visualization|Go|Scrum,6,8,0,2,1,0,CISSP,193309
Cloud Architect,Senior,11,Bachelor,Electrical Engineering,3.18,Finance,Enterprise (5000+),Remote,Docker|SQL|Hadoop|Linux|Node.js|Deep Learning|Java|C++,8,5,0,2,1,1,None,199752
Business Analyst,Principal,9,MBA,Physics,3.26,Finance,Large (1000-5000),"Toronto, Canada",Kubernetes|Power BI|Linux|TensorFlow|Hadoop|Docker|NLP,7,4,0,1,1,0,Azure Certified,226515
Database Administrator,Lead,8,Associate,Economics,3.95,Energy,Startup (<50),"Toronto, Canada",Azure|AWS|Machine Learning,3,3,0,3,0,0,None,136583
UI/UX Designer,VP,18,Bachelor,Mechanical Engineering,3.57,Government,Large (1000-5000),"Los Angeles, CA",Tableau|Kubernetes|JavaScript|Azure|React|Scrum|SQL,7,0,0,2,1,1,Google Cloud Certified,307609
Full Stack Developer,Principal,9,Master,Other,3.57,Healthcare,Startup (<50),"Berlin, Germany",R|Python|Communication|React,4,7,0,1,0,0,None,172855
Network Engineer,Junior,2,Bachelor,Statistics,3.37,Education,Startup (<50),"Chicago, IL",Git|Node.js|React|Data Visualization|NLP|C++|AWS,7,2,13,0,0,1,AWS Certified,91376
Data Analyst,Lead,8,Bachelor,Mathematics,3.21,Pharmaceuticals,Small (50-200),Singapore,R|Excel|Hadoop,3,8,0,2,1,1,Azure Certified,182451
Full Stack Developer,Lead,13,PhD,Electrical Engineering,3.03,Pharmaceuticals,Medium (200-1000),"Bangalore, India",React|Scala|Machine Learning,3,1,0,1,1,0,Azure Certified,165095
Mobile Developer,Lead,2,High School,Electrical Engineering,3.45,Aerospace,Medium (200-1000),"Chicago, IL",Excel|Linux|Spark|Tableau|Communication|Deep Learning|Azure,7,9,0,1,0,1,None,152717
Network Engineer,Senior,7,Associate,Mechanical Engineering,3.11,Aerospace,Medium (200-1000),"San Francisco, CA",Hadoop|C++|React|Azure|AWS|Leadership,6,2,0,2,0,0,AWS Certified,159734
AI Researcher,Junior,8,Bachelor,Mathematics,3.87,Pharmaceuticals,Medium (200-1000),"Los Angeles, CA",React|GCP|Data Visualization|Deep Learning,4,7,0,2,0,1,None,131326
AI Researcher,VP,1,Bachelor,Information Technology,3.23,Telecommunications,Small (50-200),"Seattle, WA",Power BI|SQL|Git|Azure|Kubernetes|AWS|Tableau,7,6,3,1,1,0,None,257216
Security Engineer,Staff,2,Bachelor,Other,2.96,Pharmaceuticals,Medium (200-1000),"Berlin, Germany",Data Visualization|Kubernetes|Docker|Hadoop,4,8,0,2,0,0,CISSP,164489
Embedded Systems Engineer,Senior,2,High School,Mathematics,3.64,Technology,Small (50-200),"Seattle, WA",Machine Learning|Go|TensorFlow|Agile|GCP|SQL,6,7,0,0,0,1,None,142023
Mobile Developer,Junior,1,MBA,Electrical Engineering,3.63,Government,Medium (200-1000),"Seattle, WA",AWS|C++|Java|NLP|React,5,6,0,1,1,0,None,121313
UI/UX Designer,Principal,9,Master,Statistics,3.32,Pharmaceuticals,Large (1000-5000),"Boston, MA",Linux|Scrum|SQL|Communication|Node.js|Leadership|Data Visualization|TensorFlow,8,5,0,3,1,0,Google Cloud Certified,232523
Product Manager,Senior,5,Bachelor,Mathematics,3.19,Healthcare,Medium (200-1000),"Austin, TX",Leadership|NLP|Go,3,6,8,1,1,1,None,171241
Backend Developer,Senior,5,Bachelor,Information Technology,3.09,Energy,Enterprise (5000+),"Berlin, Germany",Python|Linux|Docker|Power BI|Java|Leadership|TensorFlow,7,6,0,0,0,0,Azure Certified,130206
UI/UX Designer,Lead,0,High School,Economics,3.72,Consulting,Medium (200-1000),"Boston, MA",Excel|R|Scrum|JavaScript|C++,5,4,0,1,0,0,Google Cloud Certified,144653
Security Engineer,Principal,10,Bachelor,Cognitive Science,3.48,Healthcare,Small (50-200),"Berlin, Germany",AWS|Power BI|SQL,3,4,0,1,1,1,AWS Certified,176002
Data Analyst,Junior,23,Bachelor,Computer Science,3.28,E-commerce,Medium (200-1000),"Bangalore, India",Deep Learning|Scrum|GCP,3,2,2,1,0,1,Scrum Master,131546
Database Administrator,Principal,23,Master,Computer Science,3.6,Telecommunications,Medium (200-1000),"Los Angeles, CA",Git|Power BI|Tableau|Agile|Leadership,5,1,0,0,1,1,None,252852
Network Engineer,Lead,14,Master,Computer Science,2.53,E-commerce,Medium (200-1000),"Denver, CO",Deep Learning|CI/CD|Java|Scala|Python|TensorFlow,6,4,0,1,1,1,PMP,221169
QA Engineer,Senior,1,PhD,Electrical Engineering,4,Media,Startup (<50),"Toronto, Canada",Leadership|SQL|React|AWS,4,6,1,0,0,0,Azure Certified,132052
Full Stack Developer,Mid-level,4,Master,Information Technology,4,Pharmaceuticals,Large (1000-5000),"Boston, MA",Spark|SQL|Machine Learning|Communication|GCP|Agile|Scrum,7,4,0,0,0,0,CFA,139135
Mobile Developer,Mid-level,8,Associate,Mathematics,2.78,Pharmaceuticals,Medium (200-1000),"Toronto, Canada",Power BI|JavaScript|Go|Machine Learning,4,4,0,0,1,0,None,103218
Full Stack Developer,Junior,11,Master,Electrical Engineering,3.59,Pharmaceuticals,Startup (<50),Remote,Power BI|PyTorch|Spark|Python|Leadership|R|Scrum|Linux,8,1,0,1,0,0,PMP,116802
Mobile Developer,Intern,10,Bachelor,Business Administration,3.53,E-commerce,Large (1000-5000),"Boston, MA",Azure|Tableau|Power BI|Excel|React|PyTorch|Go|Linux,8,5,0,0,1,1,PMP,129935
Backend Developer,Mid-level,6,Bachelor,Physics,3.08,Manufacturing,Large (1000-5000),Remote,Node.js|Machine Learning|NLP|Scala|Git,5,6,0,1,0,0,Google Cloud Certified,122526
Security Engineer,Senior,9,Master,Other,2.99,Media,Startup (<50),"London, UK",Scala|Node.js|AWS|Agile|Deep Learning|JavaScript,6,9,0,1,0,1,AWS Certified,155192
Cloud Architect,Mid-level,12,Bachelor,Economics,3.53,Aerospace,Medium (200-1000),"Los Angeles, CA",Spark|JavaScript|Excel|Hadoop,4,2,0,0,1,1,PMP,155279
Cloud Architect,Mid-level,16,Master,Statistics,3.17,Consulting,Medium (200-1000),Remote,C++|Machine Learning|Spark|TensorFlow|CI/CD|Go|Git|Excel,8,8,0,0,0,0,AWS Certified,152482
QA Engineer,Senior,0,Master,Data Science,3.31,Telecommunications,Medium (200-1000),"New York, NY",TensorFlow|Docker|JavaScript|NLP|Node.js|Git,6,3,0,1,1,0,None,167720
Network Engineer,Mid-level,17,MBA,Business Administration,4,Media,Startup (<50),"Austin, TX",Azure|Communication|Excel|AWS,4,3,0,2,0,0,Scrum Master,162710
Data Scientist,Lead,2,Associate,Mechanical Engineering,2.81,Manufacturing,Large (1000-5000),Singapore,C++|SQL|GCP|Scrum|Node.js|Python,6,4,12,0,1,0,None,160183
Database Administrator,Senior,3,Master,Computer Science,4,Retail,Startup (<50),"Bangalore, India",PyTorch|Data Visualization|Python|C++,4,7,0,3,0,0,None,73776
AI Researcher,Intern,9,PhD,Information Technology,3.51,Consulting,Medium (200-1000),"Los Angeles, CA",TensorFlow|Docker|PyTorch|Excel,4,3,0,0,0,1,PMP,135187
Network Engineer,Mid-level,2,Master,Computer Science,2.96,Manufacturing,Medium (200-1000),"Bangalore, India",Spark|Git|AWS|Docker,4,0,0,0,0,0,None,58945
Database Administrator,Lead,6,Bachelor,Mechanical Engineering,3.56,Media,Large (1000-5000),"Atlanta, GA",Node.js|Scrum|TensorFlow|Hadoop|Git|CI/CD,6,1,8,0,1,1,None,204987
Embedded Systems Engineer,Mid-level,10,PhD,Information Technology,3.35,Media,Medium (200-1000),"Bangalore, India",Hadoop|CI/CD|Communication|Go|Java|Scrum|Scala|GCP,8,7,12,2,0,0,PMP,133894
Security Engineer,Director,23,Associate,Information Technology,4,Automotive,Enterprise (5000+),"Chicago, IL",Machine Learning|Scala|GCP|Python|Tableau|Docker|React,7,2,0,1,0,1,None,285714
QA Engineer,Lead,9,Associate,Statistics,3.39,Retail,Large (1000-5000),"London, UK",Tableau|Git|CI/CD|Scala|Hadoop,5,3,0,2,0,0,None,148635
Cloud Architect,Mid-level,13,Master,Mechanical Engineering,2.69,Manufacturing,Medium (200-1000),"Berlin, Germany",Power BI|Node.js|Azure|CI/CD|React|Git|JavaScript|Linux,8,6,0,0,0,1,AWS Certified,121452
ML Engineer,Senior,4,Master,Electrical Engineering,3.52,Aerospace,Enterprise (5000+),"Bangalore, India",Scrum|R|Azure|GCP|Machine Learning|TensorFlow|Java|Communication,8,5,0,1,1,0,None,154887
Software Engineer,Lead,17,Bachelor,Cognitive Science,3.26,Telecommunications,Enterprise (5000+),"Chicago, IL",Deep Learning|Hadoop|NLP|SQL,4,3,0,1,1,0,Azure Certified,200100
Product Manager,Mid-level,6,Bachelor,Physics,3.82,Automotive,Small (50-200),"Chicago, IL",Power BI|C++|Tableau,3,5,0,3,1,1,None,138667
Embedded Systems Engineer,Mid-level,4,Associate,Cognitive Science,3.47,Education,Enterprise (5000+),"Atlanta, GA",CI/CD|Tableau|Java|TensorFlow|Communication|Excel|R,7,7,0,1,1,0,AWS Certified,109601
Backend Developer,Senior,6,Bachelor,Computer Science,3.54,Aerospace,Small (50-200),"Toronto, Canada",Agile|GCP|PyTorch|TensorFlow|Linux|Tableau|Leadership,7,8,0,1,0,0,PMP,135689
Security Engineer,Director,12,Bachelor,Other,2.85,Energy,Large (1000-5000),Remote,Git|Kubernetes|NLP|Power BI,4,7,10,1,0,1,Scrum Master,263518
Database Administrator,Mid-level,6,High School,Cognitive Science,3.27,Education,Large (1000-5000),Singapore,Git|Scrum|Scala,3,9,0,2,1,0,Scrum Master,115359
ML Engineer,Senior,15,Bachelor,Information Technology,3.22,Retail,Large (1000-5000),Singapore,Java|Azure|Tableau|NLP|TensorFlow|C++|R,7,8,0,2,0,1,AWS Certified,168483
Database Administrator,Mid-level,7,Bachelor,Physics,3.44,Energy,Small (50-200),"Denver, CO",Excel|Go|Leadership|Power BI|Azure,5,1,0,0,0,0,None,120358
Full Stack Developer,Senior,2,Bachelor,Computer Science,2.75,Healthcare,Enterprise (5000+),"Denver, CO",Linux|Agile|Azure|Machine Learning|Scala|Deep Learning,6,8,0,1,1,0,PMP,159106
Business Analyst,Lead,5,Bachelor,Mechanical Engineering,2.87,Telecommunications,Medium (200-1000),"San Francisco, CA",Azure|AWS|Go|Agile|Spark|Scrum,6,3,0,1,1,1,None,198874
Systems Analyst,Senior,5,Master,Mathematics,3.37,E-commerce,Startup (<50),"New York, NY",Scala|JavaScript|Excel|GCP|Machine Learning|Leadership,6,9,0,1,1,0,CISSP,170860
Full Stack Developer,Principal,5,Master,Electrical Engineering,3.14,Technology,Large (1000-5000),Singapore,Azure|Java|Node.js|GCP,4,5,0,2,0,0,None,216909
Software Engineer,Mid-level,8,Bachelor,Electrical Engineering,3.93,Pharmaceuticals,Enterprise (5000+),Singapore,Deep Learning|NLP|Python|Linux|PyTorch|Go|CI/CD|Agile,8,8,0,1,0,0,None,142741
Security Engineer,Lead,8,Bachelor,Computer Science,4,Aerospace,Enterprise (5000+),"Bangalore, India",C++|R|NLP|AWS|Node.js|Linux|SQL,7,8,0,1,0,0,None,165871
ML Engineer,Mid-level,11,MBA,Physics,3.43,Telecommunications,Medium (200-1000),"Chicago, IL",Leadership|Deep Learning|Power BI|PyTorch|React|SQL,6,1,0,1,0,0,None,156188
Product Manager,Principal,1,Bachelor,Mathematics,3.44,Finance,Startup (<50),"Denver, CO",PyTorch|R|Leadership|Power BI|React,5,4,0,3,1,1,PMP,175797
Software Engineer,Staff,7,PhD,Computer Science,2.96,Education,Medium (200-1000),"Atlanta, GA",CI/CD|Scala|Power BI|Go|Machine Learning|Node.js|Communication|SQL,8,8,0,0,1,0,Scrum Master,224760
DevOps Engineer,Principal,3,High School,Economics,3.9,Finance,Enterprise (5000+),"Bangalore, India",Communication|TensorFlow|Spark|JavaScript|Agile|Data Visualization|C++|Tableau,8,4,3,0,1,0,None,167102
Full Stack Developer,Mid-level,6,Bachelor,Statistics,3.01,Healthcare,Enterprise (5000+),"Denver, CO",Deep Learning|NLP|Scrum,3,1,4,0,0,1,None,128073
Product Manager,Lead,9,Bachelor,Cognitive Science,2.89,Media,Medium (200-1000),"New York, NY",Leadership|Python|Node.js,3,8,5,1,0,0,None,175763
Business Analyst,Senior,7,Bachelor,Physics,3.54,Technology,Small (50-200),"Chicago, IL",Leadership|Go|Power BI|Communication|React,5,4,0,2,0,0,None,156399
Data Scientist,CTO/CXO,9,Bachelor,Physics,3.03,Manufacturing,Large (1000-5000),"Berlin, Germany",Docker|Scrum|TensorFlow,3,2,0,3,0,1,None,316829
Cloud Architect,Senior,5,Bachelor,Cognitive Science,3.26,Media,Large (1000-5000),"Chicago, IL",PyTorch|React|Leadership|Azure|Deep Learning|Kubernetes|Go|NLP,8,1,0,0,0,0,Scrum Master,142036
Business Analyst,Principal,9,PhD,Other,3.65,Energy,Large (1000-5000),"San Francisco, CA",Communication|SQL|React|Excel|Python|Scrum|CI/CD|R,8,4,0,4,1,0,None,249260
Mobile Developer,Senior,19,Bachelor,Electrical Engineering,3.11,Consulting,Small (50-200),"Chicago, IL",Azure|JavaScript|Git|Power BI|Tableau|Excel,6,6,11,2,1,0,Azure Certified,207322
Backend Developer,Senior,4,MBA,Other,3.74,Consulting,Enterprise (5000+),"Atlanta, GA",Excel|Spark|Agile|PyTorch|Leadership,5,5,0,0,0,0,None,165070
Data Scientist,Junior,0,Associate,Mathematics,3.61,Telecommunications,Startup (<50),"Toronto, Canada",GCP|CI/CD|Python|Communication|Linux,5,4,0,0,1,0,Google Cloud Certified,64677
Data Analyst,Mid-level,3,Master,Other,4,Manufacturing,Enterprise (5000+),"New York, NY",R|Data Visualization|PyTorch|AWS|JavaScript|Kubernetes,6,0,0,1,0,0,None,144510
Systems Analyst,Mid-level,4,PhD,Cognitive Science,3.19,Energy,Enterprise (5000+),"Chicago, IL",React|Linux|Python|TensorFlow|Hadoop|Scrum,6,1,0,2,0,0,PMP,156142
QA Engineer,Junior,13,Bachelor,Mathematics,3.58,Consulting,Enterprise (5000+),"Toronto, Canada",Communication|Linux|Git,3,6,0,1,1,0,Azure Certified,146126
Data Analyst,Intern,3,Master,Electrical Engineering,3.61,Finance,Large (1000-5000),"Denver, CO",CI/CD|React|Machine Learning|Scala|Python|Agile|Linux,7,4,0,1,0,0,None,104195
AI Researcher,Principal,3,Bachelor,Data Science,3.43,Finance,Large (1000-5000),"Bangalore, India",SQL|React|Leadership,3,0,0,2,1,0,Azure Certified,151895
DevOps Engineer,Senior,7,Bachelor,Electrical Engineering,3,Manufacturing,Medium (200-1000),"San Francisco, CA",Hadoop|GCP|PyTorch|R|SQL,5,2,0,2,1,0,None,165285
Business Analyst,Principal,6,Master,Data Science,3.07,Government,Startup (<50),"New York, NY",Linux|Python|React|Node.js,4,0,0,0,1,0,CISSP,184607
Security Engineer,Lead,9,Master,Statistics,3.04,Consulting,Large (1000-5000),"Denver, CO",Agile|Java|Deep Learning|Excel|TensorFlow,5,4,0,1,1,0,Data Science Certifications,194596
UI/UX Designer,Staff,8,Master,Economics,3.49,Consulting,Medium (200-1000),"Bangalore, India",NLP|Node.js|Agile|AWS|Git|SQL,6,8,2,1,0,0,Data Science Certifications,183891
Mobile Developer,Senior,8,Bachelor,Information Technology,3.08,Energy,Medium (200-1000),"Denver, CO",Git|GCP|Hadoop|C++|PyTorch|Power BI|Excel|Scrum,8,4,0,1,0,0,PMP,142674
Mobile Developer,Junior,13,Bachelor,Physics,3.49,Government,Enterprise (5000+),Singapore,Data Visualization|Machine Learning|Hadoop|Git|TensorFlow,5,8,10,2,1,0,Google Cloud Certified,157012
Data Scientist,Lead,3,Bachelor,Economics,3.89,Retail,Startup (<50),Singapore,AWS|Hadoop|Go|Linux|Power BI|Leadership|Java|Azure,8,0,0,1,1,0,Data Science Certifications,142740
AI Researcher,Lead,0,Associate,Business Administration,3.43,Automotive,Medium (200-1000),"San Francisco, CA",Hadoop|SQL|TensorFlow,3,9,0,1,0,0,None,163103
Cloud Architect,Lead,5,Bachelor,Business Administration,3.25,Manufacturing,Large (1000-5000),"Chicago, IL",Python|Deep Learning|Scrum|Hadoop|C++|PyTorch|Docker,7,4,0,2,1,1,Google Cloud Certified,176703
Systems Analyst,Principal,8,Bachelor,Data Science,3.04,Education,Startup (<50),"London, UK",Kubernetes|Data Visualization|R|CI/CD,4,6,0,1,1,0,Scrum Master,162722
Embedded Systems Engineer,Lead,5,Master,Mechanical Engineering,3.88,Technology,Large (1000-5000),"Denver, CO",Azure|React|Machine Learning|Agile|Tableau|TensorFlow|C++,7,5,0,3,0,0,AWS Certified,190966
Frontend Developer,Senior,4,Associate,Mathematics,2.94,Healthcare,Small (50-200),"San Francisco, CA",SQL|Leadership|TensorFlow|Data Visualization,4,7,0,2,1,0,CFA,154572
Embedded Systems Engineer,Principal,13,Bachelor,Statistics,2.83,Aerospace,Enterprise (5000+),"New York, NY",R|SQL|NLP|C++,4,7,10,1,0,0,Data Science Certifications,248350
ML Engineer,Lead,3,Bachelor,Mechanical Engineering,3.66,Media,Large (1000-5000),Singapore,Hadoop|AWS|R|Go|Linux|NLP|Scrum|SQL,8,6,0,2,0,0,None,162956
DevOps Engineer,Junior,1,Master,Electrical Engineering,2.81,Pharmaceuticals,Small (50-200),"Boston, MA",Azure|NLP|Deep Learning|Power BI|Hadoop,5,5,0,1,1,0,None,119543
Database Administrator,Senior,5,Bachelor,Electrical Engineering,3.37,Pharmaceuticals,Large (1000-5000),"Boston, MA",Deep Learning|React|Docker,3,6,13,1,0,1,Data Science Certifications,175799
DevOps Engineer,Lead,8,Bachelor,Other,2.79,Energy,Large (1000-5000),Remote,JavaScript|Docker|Machine Learning|SQL|Excel|Data Visualization|Leadership,7,2,13,0,0,1,None,215735
AI Researcher,Senior,5,Bachelor,Other,3.07,Finance,Startup (<50),"Austin, TX",Scala|Communication|Java|AWS|Docker,5,5,0,0,1,0,Azure Certified,152772
Business Analyst,Director,6,Bachelor,Physics,2.9,Retail,Medium (200-1000),"Austin, TX",Java|TensorFlow|JavaScript|AWS|Python|Deep Learning|Communication|Git,8,9,0,2,0,0,AWS Certified,221866
Product Manager,Junior,8,Bachelor,Cognitive Science,3.13,Technology,Startup (<50),"Denver, CO",Machine Learning|TensorFlow|SQL|Docker|Python,5,0,0,2,1,0,AWS Certified,102636
ML Engineer,Lead,1,High School,Data Science,3.27,Aerospace,Large (1000-5000),"Bangalore, India",Hadoop|Scrum|GCP|Docker,4,0,0,0,0,1,None,100306
Frontend Developer,Principal,25,Bachelor,Information Technology,2.99,Pharmaceuticals,Enterprise (5000+),"Bangalore, India",AWS|JavaScript|Scrum|PyTorch|Scala,5,3,1,1,0,0,Azure Certified,202958
Full Stack Developer,Lead,1,Master,Electrical Engineering,3.26,Government,Medium (200-1000),"Chicago, IL",C++|Go|Linux|Azure|Hadoop|PyTorch|React,7,1,0,1,0,0,None,153465
Backend Developer,Senior,1,Master,Physics,3.02,Healthcare,Medium (200-1000),"San Francisco, CA",Tableau|GCP|Kubernetes|Git,4,6,0,0,0,0,AWS Certified,168598
Business Analyst,Senior,2,Bachelor,Statistics,2.8,Finance,Enterprise (5000+),Singapore,Power BI|Scrum|Excel|CI/CD|Python|AWS,6,4,0,2,0,0,Azure Certified,170354
Frontend Developer,Senior,3,Bachelor,Information Technology,3.3,E-commerce,Medium (200-1000),"Bangalore, India",Tableau|JavaScript|TensorFlow|Excel|Java|Docker|Linux|SQL,8,3,0,2,1,0,Multiple Certs,122713
Mobile Developer,Senior,3,Bachelor,Electrical Engineering,2.63,Retail,Small (50-200),"Austin, TX",Scala|Power BI|R|Scrum|Data Visualization|Leadership|Go|SQL,8,2,3,0,0,0,None,117626
DevOps Engineer,Staff,3,Bachelor,Economics,3.78,Consulting,Enterprise (5000+),"Austin, TX",Azure|React|Docker|Java|Agile|Spark|Hadoop|R,8,9,0,1,1,1,AWS Certified,215357
QA Engineer,Junior,3,Bachelor,Information Technology,3.71,Aerospace,Large (1000-5000),"Denver, CO",Scrum|Spark|Power BI|Deep Learning|React|C++|Agile,7,7,0,2,1,1,AWS Certified,113718
AI Researcher,Lead,8,MBA,Statistics,3.44,Manufacturing,Large (1000-5000),"Toronto, Canada",React|Scala|Agile,3,2,3,1,1,1,AWS Certified,186593
UI/UX Designer,Junior,8,Bachelor,Statistics,3.35,Manufacturing,Large (1000-5000),"Bangalore, India",Leadership|SQL|Go|Agile,4,7,0,0,0,1,Google Cloud Certified,77938
Backend Developer,Senior,10,Master,Mechanical Engineering,2.4,Media,Large (1000-5000),Singapore,R|Scala|Excel|GCP|Communication|PyTorch,6,2,14,2,1,1,None,191294
DevOps Engineer,Lead,13,Master,Data Science,3.47,Healthcare,Startup (<50),"New York, NY",Agile|Go|Tableau|SQL|Scala|PyTorch|C++,7,4,0,1,0,0,CFA,197148
